28.7,0.66,1.4,25.3,57.6,0.05,0.0
28.63,0.81,1.4,24.0,55.8,0.14,0.0
33.25,0.79,1.1,33.5,51.7,0.45,1.0
25.6,0.72,1.0,25.0,43.0,0.07,-1.0
25.71,0.79,1.2,27.9,23.4,0.01,-2.0
25.55,0.75,1.2,22.3,70.6,0.08,0.0
23.22,0.75,1.0,22.2,27.2,0.06,2.0
28.28,0.69,1.5,24.4,37.9,0.08,1.0
21.41,0.85,1.2,20.3,32.9,0.25,0.0
24.47,1.03,1.3,19.5,32.7,0.09,-3.0
22.1,0.7,1.2,19.5,54.3,0.09,-1.0
27.63,0.73,1.2,25.3,45.0,0.07,0.0
26.33,0.7,1.5,23.7,21.6,0.08,1.0
21.74,0.55,1.04,22.7,41.9,0.13,0.0
21.54,0.4,1.2,22.1,40.9,0.09,1.0
16.29,1.63,0.89,12.2,56.9,1.41,-2.0
23.42,0.43,1.5,22.3,42.4,0.02,0.0
28.39,0.64,1.0,27.5,63.0,0.05,-1.0
25.01,0.75,1.2,22.0,49.6,0.08,1.0
23.52,1.12,1.3,19.0,43.4,0.11,-1.0
27.67,1.16,1.1,23.2,45.5,0.09,0.0
29.95,0.51,1.2,30.1,71.1,0.47,0.0
25.74,0.12,1.2,27.3,73.3,0.2,-1.0
28.2,0.39,1.1,31.8,38.1,0.27,2.0
21.11,0.35,1.2,22.1,40.9,0.09,0.0
21.75,0.4,1.2,21.7,60.3,0.07,2.0
22.52,0.75,1.2,20.2,49.5,0.07,0.0
24.09,0.85,1.07,22.2,37.0,0.07,2.0
27.93,0.34,1.2,30.3,63.5,0.41,2.0
25.96,0.64,1.1,26.4,62.1,0.33,0.0
24.86,0.95,1.0,22.8,48.0,0.06,1.0
23.61,0.6,1.2,24.0,12.3,0.05,0.0
22.36,0.3,1.0,24.6,72.6,0.05,0.0
27.66,0.39,1.1,30.4,42.3,0.22,1.0
21.23,0.4,1.2,21.9,50.4,0.11,-1.0
22.37,0.52,1.04,22.6,71.0,0.14,0.0
27.03,0.4,1.11,28.7,62.9,0.26,1.0
29.78,0.63,1.1,31.7,60.4,0.9,1.0
24.43,0.5,1.2,24.0,47.8,0.05,2.0
17.04,0.82,1.2,13.5,51.5,0.06,-3.0
26.99,1.08,1.2,23.2,25.6,0.1,1.0
22.22,0.72,1.1,21.2,53.9,0.13,0.0
25.47,0.62,1.0,26.6,37.0,0.04,3.0
24.2,0.72,1.2,22.4,17.8,0.02,0.0
26.37,0.46,1.2,27.3,21.8,0.06,0.0
28.67,0.63,1.0,28.3,61.0,0.04,3.0
27.53,1.06,1.01,28.3,24.7,0.58,0.0
26.62,0.39,1.2,31.2,39.0,0.64,0.0
24.58,0.83,1.1,23.5,31.6,0.05,0.0
27.01,1.03,1.2,23.1,36.8,0.06,0.0
23.19,0.57,1.1,22.8,49.6,0.04,-1.0
32.14,0.52,2.4,24.2,48.2,0.03,0.0
22.04,0.94,1.19,18.3,53.7,0.02,0.0
24.68,0.31,1.2,27.8,49.4,0.34,0.0
28.72,1.63,0.89,24.4,26.2,0.02,0.0
23.54,0.5,1.4,22.3,48.0,0.1,-2.0
20.23,1.16,0.77,17.8,46.8,0.15,-3.0
18.31,0.51,1.06,20.6,63.8,0.24,-1.0
27.82,0.93,1.2,23.8,45.0,0.28,0.0
24.5,1.06,1.2,19.9,37.4,0.09,-1.0
26.07,0.79,1.1,23.3,50.1,0.09,-2.0
24.35,0.6,1.2,22.7,51.6,0.07,-2.0
25.84,0.72,1.0,25.1,55.0,0.01,-1.0
25.97,0.48,1.2,25.9,48.2,0.11,1.0
26.24,0.77,1.2,24.7,24.2,0.05,2.0
26.98,0.84,1.0,25.7,41.0,0.08,2.0
24.25,0.55,1.06,24.4,57.4,0.07,1.0
26.06,0.79,1.2,24.1,38.3,0.04,0.0
27.52,0.31,1.2,28.5,79.2,0.3,1.0
24.02,0.78,1.1,22.4,38.8,0.03,2.0
24.75,0.62,1.19,22.5,50.8,0.1,1.0
22.74,0.7,1.0,22.5,43.0,0.11,0.0
26.11,0.21,1.07,27.6,83.9,0.17,0.0
24.37,0.71,1.3,22.5,45.6,0.12,0.0
27.0,0.72,1.4,24.4,48.0,0.02,0.0
26.21,0.74,1.3,23.8,37.0,0.03,0.0
24.66,0.68,1.0,25.0,37.0,0.04,1.0
25.21,0.64,1.0,25.1,50.0,0.22,0.0
29.16,0.63,1.4,29.6,56.4,0.47,-2.0
26.11,0.71,1.1,24.5,54.0,0.09,0.0
25.81,0.58,1.1,25.2,43.8,0.12,0.0
24.29,0.98,1.1,21.7,27.5,0.09,-2.0
22.95,0.46,1.13,23.2,56.2,0.13,-2.0
31.61,0.61,1.4,29.7,77.6,0.67,1.0
25.59,0.26,1.2,28.3,63.5,0.28,2.0
22.49,0.31,1.38,22.8,47.2,0.12,-2.0
29.02,0.72,1.0,32.6,35.0,0.33,3.0
28.47,0.68,1.2,28.3,29.2,0.07,1.0
24.14,0.68,1.4,20.9,52.7,0.08,-2.0
25.21,0.34,1.2,28.7,65.8,0.59,0.0
21.81,0.46,1.1,23.2,66.8,0.15,0.0
30.99,0.39,1.2,33.0,32.0,0.0,0.0
26.63,0.72,1.0,29.1,28.0,0.35,-1.0
27.33,0.96,1.5,21.4,52.4,0.05,0.0
23.75,0.52,1.2,23.4,23.1,0.09,3.0
27.24,0.51,1.2,27.6,59.0,0.09,0.0
24.3,0.46,1.1,25.0,60.6,0.12,3.0
24.96,1.0,1.1,21.5,32.7,0.04,-1.0
22.35,0.78,1.1,21.6,35.9,0.02,-3.0
22.7,0.57,1.19,22.3,54.5,0.04,2.0
24.25,0.52,1.01,28.4,54.3,1.12,2.0
25.07,0.77,1.3,23.5,31.6,0.04,1.0
29.43,0.58,0.77,30.2,74.2,0.35,0.0
25.42,0.47,1.13,27.9,45.9,0.31,2.0
30.62,1.65,1.01,26.9,12.9,0.01,0.0
24.81,0.78,1.1,23.8,22.5,0.09,0.0
24.59,0.54,1.2,23.9,53.7,0.03,2.0
28.02,0.29,2.3,23.7,51.3,0.06,2.0
23.48,0.72,1.2,21.0,28.6,0.04,2.0
30.34,0.26,1.2,30.8,65.7,0.18,2.0
26.09,0.63,1.1,25.5,52.7,0.0,1.0
26.15,0.67,1.0,26.4,38.0,0.02,0.0
24.32,0.42,1.59,22.2,48.0,0.12,-2.0
23.8,0.53,1.06,24.6,48.1,0.09,-0.0
24.35,0.73,1.2,24.0,31.3,0.04,-2.0
29.14,1.26,1.3,23.3,26.7,0.04,2.0
27.39,0.63,1.2,25.2,61.7,0.12,1.0
28.3,0.64,1.7,23.8,44.8,0.05,0.0
22.68,0.51,1.1,22.3,65.1,0.12,0.0
24.26,0.65,1.3,22.5,36.3,0.03,-3.0
24.17,0.68,1.1,23.7,27.8,0.13,0.0
26.23,0.75,1.2,23.1,71.9,0.07,3.0
26.24,1.0,1.2,25.4,32.9,0.09,0.0
26.47,0.55,1.2,26.5,32.5,0.06,1.0
24.75,0.98,1.2,18.5,49.9,0.12,-1.0
24.53,2.09,0.65,18.8,56.9,0.3,-3.0
24.99,0.8,1.2,24.0,12.7,0.07,1.0
26.82,0.68,1.0,26.2,65.0,0.03,0.0
26.48,0.97,1.2,22.2,78.3,0.02,0.0
26.64,0.84,1.2,22.6,26.3,0.05,1.0
24.94,0.46,1.3,30.3,40.8,2.22,3.0
25.8,0.67,1.0,25.9,43.0,0.15,0.0
32.7,0.53,2.0,29.2,38.0,0.05,0.0
25.23,0.6,1.1,24.3,53.5,0.06,0.0
26.66,0.55,1.3,25.8,31.9,0.02,2.0
32.71,1.36,1.7,24.3,25.5,0.05,0.0
28.51,0.95,1.0,26.7,48.0,0.16,0.0
22.99,0.49,1.2,24.0,64.9,0.12,0.0
29.64,0.98,1.01,27.4,48.3,0.03,0.0
25.6,0.7,1.37,22.6,44.0,0.14,-2.0
21.91,0.6,1.2,20.3,56.9,0.05,3.0
17.95,0.31,1.19,19.3,49.8,0.15,0.0
31.51,0.67,1.6,25.9,69.8,0.09,0.0
18.64,0.5,1.09,19.5,61.9,0.04,-0.0
24.49,0.44,1.18,24.8,44.0,0.07,1.0
24.45,0.44,1.0,25.9,47.1,0.12,0.0
26.69,1.03,1.4,20.5,43.1,0.12,2.0
24.51,0.66,1.3,22.0,31.5,0.14,0.0
23.31,0.5,1.16,23.5,42.3,0.12,-2.0
31.96,0.48,2.0,25.9,51.8,0.06,0.0
22.67,0.53,1.0,23.1,74.6,0.06,1.0
